instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
3,4,10,BruteForce,U,1.233397051692009e-05,{}
4,4,10,BruteForce,S,5.332985892891884e-06,"{1: 1, 2: 0, 3: 0, 4: 0}"
5,4,10,BruteForce,S,6.250105798244476e-06,"{1: 0, 2: 0, 3: 1, 4: 1}"
